"","customer_no","invoice_no","amount","shipper_no","shipper_date","confirm_exception","confirm_response","confirm_pct"
"99068","c00845","i99195",69,"s97721",2022-01-02,0,"Confirmed, Balance OK",1
"99069","c00282","i99149",150,"s97722",2022-01-02,0,"Confirmed, Balance OK",1
"99070","c00448","i99129",156,"s97723",2022-01-02,0,"Confirmed, Balance OK",1
"99071","c00934","i99130",105,"s97724",2022-01-02,0,"Confirmed, Balance OK",1
"99072","c00512","i99004",280,"s97725",2022-01-02,1,"Customer will not pay shipping",0.735675282161683
"99073","c00583","i99161",198,"s97726",2022-01-02,0,"Confirmed, Balance OK",1
"99074","c00120","i98973",0,"s97727",2022-01-02,0,"Confirmed, Balance OK",1
"99075","c00361","i99133",0,"s97728",2022-01-02,0,"Confirmed, Balance OK",1
"99076","c00134","i99150",150,"s97729",2022-01-02,0,"Confirmed, Balance OK",1
"99077","c00496","i99003",56,"s97730",2022-01-02,1,"Customer claims to have returned the goods",0.685234402357601
"99078","c00847","i99181",240,"s97731",2022-01-02,0,"Confirmed, Balance OK",1
"99079","c00216","i99170",0,"s97732",2022-01-02,1,"Customer claims fraction of the amount charged",0.51786484455457
"99080","c00517","i99235",162,"s97733",2022-01-02,0,"Confirmed, Balance OK",1
"99085","c00004","i99054",0,"s97954",2022-01-03,1,"Unable to confirm balance",0.886297979138326
"99086","c00588","i99087",56,"s97955",2022-01-03,0,"Confirmed, Balance OK",1
"99087","c00714","i99122",174,"s97956",2022-01-03,0,"Confirmed, Balance OK",1
"99088","c00518","i99144",0,"s97957",2022-01-03,0,"Confirmed, Balance OK",1
"99089","c00803","i98998",104,"s97958",2022-01-03,0,"Confirmed, Balance OK",1
"99090","c00703","i99021",0,"s97959",2022-01-03,0,"Confirmed, Balance OK",1
"99091","c00111","i99065",180,"s97960",2022-01-03,0,"Confirmed, Balance OK",1
"99092","c00285","i99070",132,"s97961",2022-01-03,0,"Confirmed, Balance OK",1
"99093","c00178","i99204",192,"s97962",2022-01-03,0,"Confirmed, Balance OK",1
"99094","c00314","i99143",420,"s97963",2022-01-03,0,"Confirmed, Balance OK",1
"99095","c00214","i99155",288,"s97964",2022-01-03,0,"Confirmed, Balance OK",1
"99096","c00531","i99232",0,"s97965",2022-01-03,0,"Confirmed, Balance OK",1
"99097","c00068","i99193",0,"s97966",2022-01-03,0,"Confirmed, Balance OK",1
"99098","c00705","i99206",70,"s97967",2022-01-03,0,"Confirmed, Balance OK",1
"99099","c00462","i98969",56,"s97968",2022-01-03,0,"Confirmed, Balance OK",1
"99100","c00847","i99101",111,"s97969",2022-01-03,1,"Customer claims fraction of the amount charged",0.910782017817255
"99101","c00377","i99207",96,"s97970",2022-01-03,0,"Confirmed, Balance OK",1
"99102","c00647","i99104",44,"s97971",2022-01-03,0,"Confirmed, Balance OK",1
"99103","c00503","i99180",0,"s98145",2022-01-04,0,"Confirmed, Balance OK",1
"99104","c00754","i99211",0,"s98146",2022-01-04,0,"Confirmed, Balance OK",1
"99105","c00060","i99221",0,"s98147",2022-01-04,0,"Confirmed, Balance OK",1
"99106","c00574","i99166",36,"s98148",2022-01-04,0,"Confirmed, Balance OK",1
"99107","c00428","i99061",162,"s98149",2022-01-04,0,"Confirmed, Balance OK",1
"99108","c00037","i99154",136,"s98150",2022-01-04,0,"Confirmed, Balance OK",1
"99109","c00759","i99095",50,"s98151",2022-01-04,0,"Confirmed, Balance OK",1
"99110","c00211","i98980",144,"s98152",2022-01-04,0,"Confirmed, Balance OK",1
"99111","c00950","i99141",216,"s98153",2022-01-04,0,"Confirmed, Balance OK",1
"99112","c00181","i99173",246,"s98154",2022-01-04,0,"Confirmed, Balance OK",1
"99113","c00129","i99106",105,"s98155",2022-01-04,0,"Confirmed, Balance OK",1
"99114","c00124","i99123",312,"s98156",2022-01-04,0,"Confirmed, Balance OK",1
"99115","c00297","i99226",0,"s98157",2022-01-04,0,"Confirmed, Balance OK",1
"99117","c00486","i99156",108,"s98303",2022-01-05,0,"Confirmed, Balance OK",1
"99118","c00991","i99107",372,"s98304",2022-01-05,0,"Confirmed, Balance OK",1
"99119","c00726","i98961",138,"s98305",2022-01-05,1,"Customer cannot pay",0.647228014674038
"99120","c00843","i99110",155,"s98306",2022-01-05,0,"Confirmed, Balance OK",1
"99121","c00528","i99102",60,"s98307",2022-01-05,0,"Confirmed, Balance OK",1
"99122","c00539","i99238",420,"s98308",2022-01-05,1,"Customer will not pay shipping",0.752004585880786
"99123","c00571","i99159",208,"s98309",2022-01-05,0,"Confirmed, Balance OK",1
"99124","c00305","i99094",93,"s98310",2022-01-05,0,"Confirmed, Balance OK",1
"99125","c00811","i98984",552,"s98448",2022-01-06,0,"Confirmed, Balance OK",1
"99126","c00867","i99146",288,"s98449",2022-01-06,0,"Confirmed, Balance OK",1
"99127","c00511","i99022",87,"s98450",2022-01-06,0,"Confirmed, Balance OK",1
"99128","c00075","i99079",156,"s98451",2022-01-06,0,"Confirmed, Balance OK",1
"99129","c00955","i99058",162,"s98452",2022-01-06,1,"Customer claims fraction of the amount charged",0.527152010651771
"99130","c00093","i99178",136,"s98453",2022-01-06,0,"Confirmed, Balance OK",1
"99131","c00027","i99090",252,"s98454",2022-01-06,0,"Confirmed, Balance OK",1
"99133","c00258","i99056",435,"s98586",2022-01-07,0,"Confirmed, Balance OK",1
"99134","c00390","i99227",105,"s98587",2022-01-07,0,"Confirmed, Balance OK",1
"99135","c00089","i98989",232,"s98588",2022-01-07,0,"Confirmed, Balance OK",1
"99136","c00485","i99017",64,"s98589",2022-01-07,0,"Confirmed, Balance OK",1
"99137","c00698","i99084",96,"s98590",2022-01-07,0,"Confirmed, Balance OK",1
"99138","c00189","i99120",96,"s98591",2022-01-07,0,"Confirmed, Balance OK",1
"99139","c00889","i99028",252,"s98592",2022-01-07,0,"Confirmed, Balance OK",1
"99140","c00307","i99116",168,"s98593",2022-01-07,0,"Confirmed, Balance OK",1
"99141","c00317","i99167",150,"s98594",2022-01-07,0,"Confirmed, Balance OK",1
"99142","c00315","i99068",0,"s98595",2022-01-07,0,"Confirmed, Balance OK",1
"99147","c00679","i99080",60,"s98712",2022-01-08,0,"Confirmed, Balance OK",1
"99148","c00628","i99034",126,"s98713",2022-01-08,1,"No Response",0.578742219363339
"99149","c00720","i99126",54,"s98714",2022-01-08,0,"Confirmed, Balance OK",1
"99150","c00039","i99086",105,"s98715",2022-01-08,0,"Confirmed, Balance OK",1
"99151","c00519","i99015",120,"s98716",2022-01-08,0,"Confirmed, Balance OK",1
"99152","c00286","i99008",592,"s98717",2022-01-08,0,"Confirmed, Balance OK",1
"99153","c00716","i99083",544,"s98718",2022-01-08,0,"Confirmed, Balance OK",1
"99155","c00238","i99062",116,"s98861",2022-01-09,0,"Confirmed, Balance OK",1
"99156","c00600","i99189",60,"s98862",2022-01-09,0,"Confirmed, Balance OK",1
"99157","c00016","i99011",243,"s98863",2022-01-09,0,"Confirmed, Balance OK",1
"99158","c00354","i99114",112,"s98864",2022-01-09,0,"Confirmed, Balance OK",1
"99160","c00697","i99179",148,"s98866",2022-01-09,0,"Confirmed, Balance OK",1
"99161","c00037","i99196",0,"s98867",2022-01-09,0,"Confirmed, Balance OK",1
"99163","c00522","i98987",0,"s98966",2022-01-10,0,"Confirmed, Balance OK",1
"99164","c00439","i99088",171,"s98967",2022-01-10,1,"Customer cannot pay",0.77927535187453
"99166","c00547","i99013",248,"s99063",2022-01-11,1,"Customer cannot pay",0.547537200178485
"99167","c00803","i99131",81,"s99064",2022-01-11,0,"Confirmed, Balance OK",1
"99168","c00392","i99145",0,"s99065",2022-01-11,0,"Confirmed, Balance OK",1
"99169","c00784","i99059",272,"s99066",2022-01-11,0,"Confirmed, Balance OK",1
"99171","c00823","i99165",96,"s99145",2022-01-12,0,"Confirmed, Balance OK",1
"99172","c00809","i99023",312,"s99146",2022-01-12,1,"Customer cannot pay",0.571575433348771
"99173","c00429","i99035",312,"s99147",2022-01-12,0,"Confirmed, Balance OK",1
"99174","c00604","i99031",54,"s99148",2022-01-12,0,"Confirmed, Balance OK",1
"99175","c00068","i99077",138,"s99149",2022-01-12,1,"Customer cannot pay",0.758415357631166
"99176","c00601","i99140",87,"s99150",2022-01-12,0,"Confirmed, Balance OK",1
"99181","c00922","i99236",87,"s99226",2022-01-13,0,"Confirmed, Balance OK",1
"99182","c00004","i99048",660,"s99227",2022-01-13,1,"Customer claims to have returned the goods",0.972182575941551
"99183","c00424","i99019",150,"s99228",2022-01-13,0,"Confirmed, Balance OK",1
"99184","c00385","i99183",152,"s99229",2022-01-13,0,"Confirmed, Balance OK",1
"99185","c00184","i99043",405,"s99230",2022-01-13,0,"Confirmed, Balance OK",1
"99186","c00986","i99044",80,"s99231",2022-01-13,0,"Confirmed, Balance OK",1
"99187","c00524","i98982",112,"s99232",2022-01-13,0,"Confirmed, Balance OK",1
"99190","c00197","i98985",156,"s99292",2022-01-14,0,"Confirmed, Balance OK",1
"99192","c00771","i99006",180,"s99294",2022-01-14,0,"Confirmed, Balance OK",1
"99193","c00562","i99051",132,"s99295",2022-01-14,0,"Confirmed, Balance OK",1
"99194","c00249","i99184",216,"s99296",2022-01-14,0,"Confirmed, Balance OK",1
"99196","c00650","i99137",0,"s99375",2022-01-15,0,"Confirmed, Balance OK",1
"99197","c00088","i98954",58,"s99376",2022-01-15,1,"No Response",0.796667696612421
"99198","c00990","i99231",480,"s99377",2022-01-15,0,"Confirmed, Balance OK",1
"99199","c00617","i99134",144,"s99378",2022-01-15,0,"Confirmed, Balance OK",1
"99200","c00983","i98997",300,"s99379",2022-01-15,0,"Confirmed, Balance OK",1
"99202","c00883","i99096",114,"s99436",2022-01-16,0,"Confirmed, Balance OK",1
"99203","c00413","i98967",0,"s99437",2022-01-16,0,"Confirmed, Balance OK",1
"99204","c00347","i98981",44,"s99484",2022-01-17,0,"Confirmed, Balance OK",1
"99205","c00589","i98991",90,"s99485",2022-01-17,0,"Confirmed, Balance OK",1
"99206","c00464","i99030",49,"s99528",2022-01-18,0,"Confirmed, Balance OK",1
"99207","c00224","i99098",120,"s99529",2022-01-18,0,"Confirmed, Balance OK",1
"99208","c00474","i99199",224,"s99567",2022-01-19,0,"Confirmed, Balance OK",1
"99209","c00548","i99026",360,"s99568",2022-01-19,0,"Confirmed, Balance OK",1
"99210","c00531","i99018",228,"s99613",2022-01-20,0,"Confirmed, Balance OK",1
"99211","c00585","i99135",136,"s99614",2022-01-20,0,"Confirmed, Balance OK",1
"99212","c00377","i99223",448,"s99615",2022-01-20,0,"Confirmed, Balance OK",1
"99213","c00773","i99055",0,"s99616",2022-01-20,1,"Customer claims to have returned the goods",0.924169172910042
"99214","c00580","i99012",96,"s99646",2022-01-21,0,"Confirmed, Balance OK",1
"99215","c00099","i99100",36,"s99647",2022-01-21,0,"Confirmed, Balance OK",1
"99216","c00849","i99205",180,"s99648",2022-01-21,0,"Confirmed, Balance OK",1
"99217","c00700","i98970",75,"s99681",2022-01-22,1,"Customer claims fraction of the amount charged",0.547176012096461
"99218","c01000","i99089",92,"s99736",2022-01-24,1,"Customer claims to have returned the goods",0.685395900057629
"99219","c00030","i99103",288,"s99737",2022-01-24,0,"Confirmed, Balance OK",1
"99220","c00362","i99001",168,"s99760",2022-01-25,0,"Confirmed, Balance OK",1
"99221","c00511","i99064",174,"s99782",2022-01-26,0,"Confirmed, Balance OK",1
"99222","c00523","i98975",50,"s99783",2022-01-26,0,"Confirmed, Balance OK",1
"99223","c00866","i98996",360,"s99804",2022-01-27,1,"No Response",0.8980552743515
"99224","c00853","i99175",0,"s99822",2022-01-28,0,"Confirmed, Balance OK",1
"99225","c00322","i98974",168,"s99823",2022-01-28,0,"Confirmed, Balance OK",1
"99226","c00148","i99072",0,"s99839",2022-01-29,0,"Confirmed, Balance OK",1
"99228","c00960","i99109",150,"s99889",2022-02-02,1,"Customer rejects charge",0.616088694208302
"99229","c00892","i99213",25,"s99901",2022-02-03,0,"Confirmed, Balance OK",1
"99231","c00088","i99138",90,"s99924",2022-02-06,0,"Confirmed, Balance OK",1
"99232","c00520","i99029",145,"s99950",2022-02-09,0,"Confirmed, Balance OK",1
"99233","c00310","i98962",60,"s99954",2022-02-10,0,"Confirmed, Balance OK",1
"99235","c00444","i99020",224,"s99984",2022-02-23,0,"Confirmed, Balance OK",1
"99236","c00987","i99014",105,"s99992",2022-03-02,0,"Confirmed, Balance OK",1
"99238","c00406","i99037",58,"s100000",2022-04-16,0,"Confirmed, Balance OK",1
"99241","c00092","i99239",256,"s96715",2021-12-29,0,"Confirmed, Balance OK",1
"99242","c00161","i99303",32,"s96716",2021-12-29,0,"Confirmed, Balance OK",1
"99243","c00641","i99452",348,"s96717",2021-12-29,0,"Confirmed, Balance OK",1
"99244","c00565","i99398",280,"s96718",2021-12-29,0,"Confirmed, Balance OK",1
"99252","c00373","i99408",84,"s96980",2021-12-30,0,"Confirmed, Balance OK",1
"99253","c00592","i99489",282,"s96981",2021-12-30,0,"Confirmed, Balance OK",1
"99254","c00684","i99402",0,"s96982",2021-12-30,0,"Confirmed, Balance OK",1
"99255","c00846","i99385",116,"s96983",2021-12-30,1,"Unable to confirm balance",0.875804802852217
"99256","c00464","i99319",36,"s96984",2021-12-30,0,"Confirmed, Balance OK",1
"99257","c00389","i99396",342,"s96985",2021-12-30,0,"Confirmed, Balance OK",1
"99258","c00445","i99344",264,"s96986",2021-12-30,0,"Confirmed, Balance OK",1
"99259","c00292","i99372",87,"s96987",2021-12-30,0,"Confirmed, Balance OK",1
"99260","c00943","i99441",250,"s96988",2021-12-30,0,"Confirmed, Balance OK",1
"99261","c00957","i99395",304,"s96989",2021-12-30,0,"Confirmed, Balance OK",1
"99262","c00282","i99482",69,"s96990",2021-12-30,0,"Confirmed, Balance OK",1
"99263","c00858","i99346",50,"s96991",2021-12-30,0,"Confirmed, Balance OK",1
"99264","c00345","i99276",116,"s96992",2021-12-30,0,"Confirmed, Balance OK",1
"99265","c00970","i99313",180,"s96993",2021-12-30,0,"Confirmed, Balance OK",1
"99266","c00119","i99360",280,"s96994",2021-12-30,0,"Confirmed, Balance OK",1
"99267","c00728","i99323",0,"s96995",2021-12-30,0,"Confirmed, Balance OK",1
"99268","c00788","i99285",90,"s96996",2021-12-30,1,"No Response",0.85093209732091
"99269","c00438","i99289",380,"s96997",2021-12-30,0,"Confirmed, Balance OK",1
"99271","c00585","i99253",76,"s96999",2021-12-30,0,"Confirmed, Balance OK",1
"99272","c00545","i99439",138,"s97000",2021-12-30,0,"Confirmed, Balance OK",1
"99273","c00543","i99264",0,"s97001",2021-12-30,0,"Confirmed, Balance OK",1
"99274","c00803","i99467",306,"s97002",2021-12-30,0,"Confirmed, Balance OK",1
"99275","c00156","i99256",208,"s97003",2021-12-30,0,"Confirmed, Balance OK",1
"99278","c00502","i99477",31,"s97238",2021-12-31,0,"Confirmed, Balance OK",1
"99279","c00224","i99377",225,"s97239",2021-12-31,0,"Confirmed, Balance OK",1
"99280","c00149","i99341",0,"s97240",2021-12-31,0,"Confirmed, Balance OK",1
"99281","c00606","i99244",140,"s97241",2021-12-31,0,"Confirmed, Balance OK",1
"99282","c00402","i99284",72,"s97242",2021-12-31,1,"Customer claims fraction of the amount charged",0.619511813498102
"99283","c00434","i99261",903,"s97243",2021-12-31,0,"Confirmed, Balance OK",1
"99284","c00666","i99279",0,"s97244",2021-12-31,0,"Confirmed, Balance OK",1
"99285","c00849","i99476",96,"s97245",2021-12-31,0,"Confirmed, Balance OK",1
"99287","c00954","i99312",116,"s97247",2021-12-31,0,"Confirmed, Balance OK",1
"99288","c00302","i99405",264,"s97248",2021-12-31,0,"Confirmed, Balance OK",1
"99289","c00113","i99450",140,"s97249",2021-12-31,1,"Customer cannot pay",0.765374383546878
"99291","c00250","i99449",264,"s97251",2021-12-31,0,"Confirmed, Balance OK",1
"99292","c00431","i99484",105,"s97252",2021-12-31,0,"Confirmed, Balance OK",1
"99293","c00949","i99459",152,"s97253",2021-12-31,0,"Confirmed, Balance OK",1
"99294","c00890","i99428",62,"s97254",2021-12-31,0,"Confirmed, Balance OK",1
"99299","c00027","i99332",58,"s97472",2022-01-01,0,"Confirmed, Balance OK",1
"99300","c00850","i99288",160,"s97473",2022-01-01,0,"Confirmed, Balance OK",1
"99301","c00258","i99430",66,"s97474",2022-01-01,0,"Confirmed, Balance OK",1
"99302","c00957","i99416",0,"s97475",2022-01-01,0,"Confirmed, Balance OK",1
"99303","c00683","i99445",128,"s97476",2022-01-01,0,"Confirmed, Balance OK",1
"99304","c00754","i99242",60,"s97477",2022-01-01,0,"Confirmed, Balance OK",1
"99305","c00811","i99412",150,"s97478",2022-01-01,0,"Confirmed, Balance OK",1
"99306","c00804","i99436",360,"s97479",2022-01-01,0,"Confirmed, Balance OK",1
"99307","c00487","i99250",186,"s97480",2022-01-01,0,"Confirmed, Balance OK",1
"99308","c00443","i99480",75,"s97481",2022-01-01,0,"Confirmed, Balance OK",1
"99309","c00392","i99427",84,"s97482",2022-01-01,0,"Confirmed, Balance OK",1
"99310","c00239","i99442",168,"s97483",2022-01-01,0,"Confirmed, Balance OK",1
"99311","c00905","i99358",144,"s97484",2022-01-01,1,"Customer claims to have returned the goods",0.818794285585172
"99312","c00497","i99399",52,"s97485",2022-01-01,0,"Confirmed, Balance OK",1
"99313","c00271","i99472",0,"s97486",2022-01-01,0,"Confirmed, Balance OK",1
"99314","c00082","i99324",50,"s97487",2022-01-01,0,"Confirmed, Balance OK",1
"99315","c00450","i99376",132,"s97488",2022-01-01,0,"Confirmed, Balance OK",1
"99316","c00586","i99417",544,"s97489",2022-01-01,0,"Confirmed, Balance OK",1
"99317","c00175","i99374",0,"s97490",2022-01-01,0,"Confirmed, Balance OK",1
"99321","c00449","i99440",78,"s97737",2022-01-02,0,"Confirmed, Balance OK",1
"99322","c00792","i99423",204,"s97738",2022-01-02,0,"Confirmed, Balance OK",1
"99323","c00492","i99295",0,"s97739",2022-01-02,1,"No Response",0.654147828083951
"99324","c00259","i99322",264,"s97740",2022-01-02,0,"Confirmed, Balance OK",1
"99325","c00997","i99382",74,"s97741",2022-01-02,0,"Confirmed, Balance OK",1
"99326","c00144","i99304",112,"s97742",2022-01-02,0,"Confirmed, Balance OK",1
"99327","c00494","i99309",220,"s97743",2022-01-02,0,"Confirmed, Balance OK",1
"99328","c00113","i99446",128,"s97744",2022-01-02,0,"Confirmed, Balance OK",1
"99329","c00181","i99389",204,"s97745",2022-01-02,0,"Confirmed, Balance OK",1
"99330","c00393","i99247",243,"s97746",2022-01-02,0,"Confirmed, Balance OK",1
"99331","c00055","i99286",123,"s97747",2022-01-02,0,"Confirmed, Balance OK",1
"99332","c00811","i99471",160,"s97748",2022-01-02,0,"Confirmed, Balance OK",1
"99333","c00644","i99327",0,"s97749",2022-01-02,0,"Confirmed, Balance OK",1
"99334","c00917","i99293",112,"s97750",2022-01-02,0,"Confirmed, Balance OK",1
"99335","c00084","i99475",240,"s97751",2022-01-02,0,"Confirmed, Balance OK",1
"99336","c00233","i99463",324,"s97752",2022-01-02,0,"Confirmed, Balance OK",1
"99340","c00641","i99326",120,"s97975",2022-01-03,0,"Confirmed, Balance OK",1
"99341","c00182","i99330",128,"s97976",2022-01-03,1,"Customer cannot pay",0.838338419131469
"99342","c00373","i99394",216,"s97977",2022-01-03,0,"Confirmed, Balance OK",1
"99344","c00658","i99287",112,"s97979",2022-01-03,0,"Confirmed, Balance OK",1
"99345","c00721","i99272",60,"s97980",2022-01-03,0,"Confirmed, Balance OK",1
"99346","c00552","i99298",256,"s97981",2022-01-03,0,"Confirmed, Balance OK",1
"99350","c00787","i99296",0,"s98161",2022-01-04,0,"Confirmed, Balance OK",1
"99351","c00257","i99473",138,"s98162",2022-01-04,0,"Confirmed, Balance OK",1
"99353","c00768","i99349",56,"s98164",2022-01-04,0,"Confirmed, Balance OK",1
"99354","c00221","i99268",156,"s98165",2022-01-04,1,"Customer claims to have returned the goods",0.938767529493198
"99355","c00317","i99458",31,"s98166",2022-01-04,0,"Confirmed, Balance OK",1
"99356","c00708","i99485",560,"s98167",2022-01-04,0,"Confirmed, Balance OK",1
"99357","c00939","i99379",124,"s98168",2022-01-04,0,"Confirmed, Balance OK",1
"99358","c00435","i99299",0,"s98169",2022-01-04,0,"Confirmed, Balance OK",1
"99359","c00498","i99411",279,"s98170",2022-01-04,1,"Customer will not pay shipping",0.614562219867948
"99360","c00144","i99438",108,"s98171",2022-01-04,1,"Customer cannot pay",0.695549329661299
"99361","c00866","i99426",138,"s98172",2022-01-04,0,"Confirmed, Balance OK",1
"99364","c00159","i99352",0,"s98312",2022-01-05,0,"Confirmed, Balance OK",1
"99366","c00096","i99409",93,"s98314",2022-01-05,0,"Confirmed, Balance OK",1
"99367","c00753","i99422",180,"s98315",2022-01-05,0,"Confirmed, Balance OK",1
"99368","c00938","i99240",276,"s98316",2022-01-05,0,"Confirmed, Balance OK",1
"99369","c00512","i99362",74,"s98317",2022-01-05,0,"Confirmed, Balance OK",1
"99370","c00875","i99255",152,"s98318",2022-01-05,0,"Confirmed, Balance OK",1
"99371","c00877","i99451",144,"s98319",2022-01-05,0,"Confirmed, Balance OK",1
