"no","customer_no","invoice_no","amount","shipper_no","shipper_date"
"96904","c00208","i96783",132,"s96562",2021-12-29
"96905","c00274","i96753",111,"s96563",2021-12-29
"96906","c00362","i96954",58,"s96564",2021-12-29
"96907","c00507","i96750",232,"s96565",2021-12-29
"96908","c00269","i96918",96,"s96566",2021-12-29
"96912","c00942","i96953",62,"s96828",2021-12-30
"96913","c00550","i96736",120,"s96829",2021-12-30
"96914","c00763","i96852",0,"s96830",2021-12-30
"96915","c00052","i96901",0,"s96831",2021-12-30
"96916","c00009","i96886",116,"s96832",2021-12-30
"96917","c00013","i96835",252,"s96833",2021-12-30
"96918","c00850","i96889",52,"s96834",2021-12-30
"96919","c00516","i96958",88,"s96835",2021-12-30
"96920","c00029","i97011",81,"s96836",2021-12-30
"96924","c00014","i96902",0,"s97106",2021-12-31
"96925","c00786","i96771",108,"s97107",2021-12-31
"96926","c00125","i96829",230,"s97108",2021-12-31
"96927","c00583","i96929",176,"s97109",2021-12-31
"96928","c00736","i96790",0,"s97110",2021-12-31
"96929","c00125","i96938",156,"s97111",2021-12-31
"96930","c00309","i96879",120,"s97112",2021-12-31
"96931","c00817","i96949",48,"s97113",2021-12-31
"96933","c00848","i96841",260,"s97115",2021-12-31
"96935","c00909","i97003",168,"s97357",2022-01-01
"96936","c00824","i96894",108,"s97358",2022-01-01
"96937","c00197","i96821",232,"s97359",2022-01-01
"96938","c00338","i96806",207,"s97360",2022-01-01
"96939","c00297","i96786",93,"s97361",2022-01-01
"96943","c00502","i96982",224,"s97610",2022-01-02
"96944","c00973","i96743",75,"s97611",2022-01-02
"96945","c00212","i96935",0,"s97612",2022-01-02
"96946","c00676","i96917",108,"s97613",2022-01-02
"96947","c00107","i96805",84,"s97614",2022-01-02
"96948","c00427","i96970",150,"s97615",2022-01-02
"96950","c00076","i96991",60,"s97868",2022-01-03
"96951","c00157","i96804",408,"s97869",2022-01-03
"96953","c00857","i96864",0,"s97871",2022-01-03
"96954","c00830","i96873",504,"s97872",2022-01-03
"96956","c00983","i96925",192,"s98073",2022-01-04
"96957","c00398","i96936",261,"s98074",2022-01-04
"96958","c00040","i96906",124,"s98075",2022-01-04
"96959","c00464","i96888",0,"s98242",2022-01-05
"96960","c00709","i96762",105,"s98243",2022-01-05
"96961","c00265","i96836",105,"s98244",2022-01-05
"96962","c00159","i96997",150,"s98245",2022-01-05
"96963","c00151","i97014",105,"s98392",2022-01-06
"96964","c00310","i96822",297,"s98393",2022-01-06
"96965","c00225","i96738",252,"s98394",2022-01-06
"96966","c00742","i96757",81,"s98395",2022-01-06
"96967","c00454","i97016",0,"s98396",2022-01-06
"96970","c00364","i96798",144,"s98532",2022-01-07
"96971","c00433","i96912",132,"s98533",2022-01-07
"96973","c00303","i96807",132,"s98663",2022-01-08
"96974","c00714","i96847",0,"s98664",2022-01-08
"96975","c00490","i96959",186,"s98665",2022-01-08
"96976","c00828","i96981",132,"s98666",2022-01-08
"96977","c00324","i96746",180,"s98667",2022-01-08
"96981","c00231","i96900",0,"s98811",2022-01-09
"96982","c00335","i96926",408,"s98812",2022-01-09
"96983","c00167","i96858",132,"s98813",2022-01-09
"96985","c00353","i96955",504,"s98923",2022-01-10
"96986","c00096","i96776",216,"s98924",2022-01-10
"96987","c00417","i96867",208,"s98925",2022-01-10
"96989","c00703","i96856",136,"s99025",2022-01-11
"96990","c00986","i96842",144,"s99026",2022-01-11
"96991","c00670","i96844",220,"s99113",2022-01-12
"96993","c00103","i96761",328,"s99197",2022-01-13
"96994","c00119","i96957",396,"s99198",2022-01-13
"96995","c00633","i96899",58,"s99199",2022-01-13
"96996","c00150","i96978",222,"s99200",2022-01-13
"96999","c00033","i96924",96,"s99266",2022-01-14
"97000","c00798","i96944",0,"s99351",2022-01-15
"97001","c00210","i96975",50,"s99352",2022-01-15
"97002","c00320","i96777",84,"s99353",2022-01-15
"97003","c00820","i96921",66,"s99421",2022-01-16
"97004","c00353","i96968",30,"s99464",2022-01-17
"97005","c00740","i96999",0,"s99516",2022-01-18
"97006","c00635","i96793",64,"s99556",2022-01-19
"97007","c00852","i96930",116,"s99557",2022-01-19
"97008","c00087","i96964",33,"s99558",2022-01-19
"97009","c00685","i96967",51,"s99597",2022-01-20
"97010","c00494","i96794",156,"s99634",2022-01-21
"97011","c00708","i96820",72,"s99671",2022-01-22
"97012","c00798","i96941",102,"s99698",2022-01-23
"97015","c00017","i96843",93,"s99770",2022-01-26
"97016","c00837","i97008",148,"s99771",2022-01-26
"97017","c00518","i96966",0,"s99816",2022-01-28
"97018","c00347","i96792",92,"s99956",2022-02-11
"97019","c00253","i96749",162,"s99967",2022-02-14
"97024","c00827","i97059",204,"s94507",2021-12-21
"97025","c00999","i97147",114,"s94508",2021-12-21
"97026","c00777","i97254",116,"s94509",2021-12-21
"97027","c00511","i97267",360,"s94510",2021-12-21
"97028","c00619","i97285",360,"s94511",2021-12-21
"97029","c00960","i97233",120,"s94512",2021-12-21
"97030","c00816","i97286",369,"s94513",2021-12-21
"97038","c00642","i97154",544,"s94765",2021-12-22
"97039","c00750","i97027",304,"s94766",2021-12-22
"97040","c00333","i97173",369,"s94767",2021-12-22
"97041","c00396","i97212",270,"s94768",2021-12-22
"97042","c00102","i97217",132,"s94769",2021-12-22
"97043","c00670","i97161",297,"s94770",2021-12-22
"97044","c00599","i97175",0,"s94771",2021-12-22
"97045","c00730","i97050",0,"s94772",2021-12-22
"97046","c00693","i97074",108,"s94773",2021-12-22
"97048","c00002","i97138",30,"s94775",2021-12-22
"97049","c00673","i97168",84,"s94776",2021-12-22
"97050","c00445","i97283",96,"s94777",2021-12-22
"97051","c00792","i97065",60,"s94778",2021-12-22
"97052","c00266","i97242",240,"s94779",2021-12-22
"97053","c00772","i97273",0,"s94780",2021-12-22
"97054","c00903","i97180",60,"s94781",2021-12-22
"97064","c00665","i97228",300,"s95027",2021-12-23
"97065","c00633","i97205",0,"s95028",2021-12-23
"97066","c00239","i97237",0,"s95029",2021-12-23
"97067","c00397","i97115",0,"s95030",2021-12-23
"97068","c00385","i97229",50,"s95031",2021-12-23
"97069","c00947","i97068",310,"s95032",2021-12-23
"97070","c00072","i97198",128,"s95033",2021-12-23
"97071","c00060","i97218",112,"s95034",2021-12-23
"97072","c00954","i97024",26,"s95035",2021-12-23
"97073","c00323","i97105",256,"s95036",2021-12-23
"97074","c00382","i97070",132,"s95037",2021-12-23
"97075","c00132","i97109",300,"s95038",2021-12-23
"97076","c00689","i97080",40,"s95039",2021-12-23
"97077","c00689","i97077",46,"s95040",2021-12-23
"97078","c00636","i97197",372,"s95041",2021-12-23
"97079","c00547","i97274",204,"s95042",2021-12-23
"97085","c00966","i97271",102,"s95287",2021-12-24
"97086","c00523","i97139",93,"s95288",2021-12-24
"97087","c00001","i97172",96,"s95289",2021-12-24
"97089","c00225","i97142",252,"s95291",2021-12-24
"97090","c00508","i97227",35,"s95292",2021-12-24
"97091","c00147","i97214",100,"s95293",2021-12-24
"97092","c00623","i97040",234,"s95294",2021-12-24
"97093","c00806","i97137",62,"s95295",2021-12-24
"97094","c00542","i97075",123,"s95296",2021-12-24
"97095","c00256","i97186",192,"s95297",2021-12-24
"97096","c00707","i97132",384,"s95298",2021-12-24
"97097","c00353","i97226",174,"s95299",2021-12-24
"97098","c00014","i97199",56,"s95300",2021-12-24
"97099","c00493","i97176",0,"s95301",2021-12-24
"97100","c00050","i97044",160,"s95302",2021-12-24
"97101","c00734","i97119",64,"s95303",2021-12-24
"97103","c00579","i97083",408,"s95538",2021-12-25
"97104","c00865","i97051",264,"s95539",2021-12-25
"97105","c00038","i97135",0,"s95540",2021-12-25
"97106","c00929","i97191",84,"s95541",2021-12-25
"97107","c00151","i97041",189,"s95542",2021-12-25
"97108","c00172","i97136",192,"s95543",2021-12-25
"97110","c00888","i97213",50,"s95545",2021-12-25
"97111","c00452","i97061",54,"s95546",2021-12-25
"97112","c00815","i97090",84,"s95547",2021-12-25
"97113","c00673","i97263",0,"s95548",2021-12-25
"97114","c00603","i97091",372,"s95549",2021-12-25
"97115","c00450","i97140",348,"s95550",2021-12-25
"97116","c00439","i97272",180,"s95551",2021-12-25
"97117","c00297","i97071",540,"s95552",2021-12-25
"97118","c00838","i97170",76,"s95553",2021-12-25
"97121","c00233","i97042",184,"s95802",2021-12-26
"97122","c00227","i97183",76,"s95803",2021-12-26
"97123","c00014","i97100",108,"s95804",2021-12-26
"97124","c00615","i97125",360,"s95805",2021-12-26
"97125","c00461","i97099",112,"s95806",2021-12-26
"97126","c00224","i97215",56,"s95807",2021-12-26
"97127","c00054","i97194",216,"s95808",2021-12-26
"97128","c00751","i97270",68,"s95809",2021-12-26
"97129","c00920","i97284",0,"s95810",2021-12-26
"97130","c00779","i97276",116,"s95811",2021-12-26
"97131","c00474","i97189",180,"s95812",2021-12-26
"97132","c00887","i97063",135,"s95813",2021-12-26
"97133","c00274","i97235",162,"s95814",2021-12-26
"97140","c00624","i97144",420,"s96054",2021-12-27
"97141","c00450","i97152",198,"s96055",2021-12-27
"97142","c00860","i97141",144,"s96056",2021-12-27
"97143","c00889","i97114",224,"s96057",2021-12-27
"97144","c00459","i97023",156,"s96058",2021-12-27
"97145","c00494","i97157",50,"s96059",2021-12-27
"97146","c00773","i97266",150,"s96060",2021-12-27
"97153","c00196","i97123",0,"s96309",2021-12-28
"97154","c00180","i97033",396,"s96310",2021-12-28
"97155","c00598","i97113",490,"s96311",2021-12-28
"97156","c00622","i97231",480,"s96312",2021-12-28
"97157","c00062","i97278",180,"s96313",2021-12-28
"97158","c00038","i97234",31,"s96314",2021-12-28
"97159","c00832","i97171",76,"s96315",2021-12-28
"97160","c00312","i97086",525,"s96316",2021-12-28
"97162","c00026","i97078",100,"s96568",2021-12-29
"97163","c00102","i97029",29,"s96569",2021-12-29
"97164","c00714","i97202",180,"s96570",2021-12-29
"97165","c00650","i97167",60,"s96571",2021-12-29
"97166","c00611","i97250",186,"s96572",2021-12-29
"97167","c00807","i97264",0,"s96573",2021-12-29
"97168","c00242","i97177",150,"s96574",2021-12-29
"97169","c00059","i97112",63,"s96575",2021-12-29
"97170","c00500","i97131",27,"s96576",2021-12-29
"97171","c00601","i97030",49,"s96577",2021-12-29
"97172","c00700","i97130",210,"s96578",2021-12-29
"97176","c00823","i97146",144,"s96840",2021-12-30
"97177","c00619","i97129",156,"s96841",2021-12-30
"97178","c00695","i97028",252,"s96842",2021-12-30
"97179","c00457","i97164",0,"s96843",2021-12-30
"97180","c00245","i97206",70,"s96844",2021-12-30
"97181","c00766","i97155",96,"s96845",2021-12-30
"97182","c00819","i97039",105,"s96846",2021-12-30
"97183","c00495","i97169",110,"s96847",2021-12-30
"97184","c00175","i97046",276,"s96848",2021-12-30
"97185","c00606","i97076",0,"s96849",2021-12-30
"97186","c00193","i97208",126,"s96850",2021-12-30
"97187","c00273","i97117",216,"s97116",2021-12-31
"97188","c00822","i97210",222,"s97117",2021-12-31
"97190","c00096","i97122",0,"s97119",2021-12-31
"97191","c00776","i97224",168,"s97120",2021-12-31
"97192","c00673","i97282",105,"s97121",2021-12-31
"97193","c00447","i97277",224,"s97122",2021-12-31
"97194","c00353","i97211",396,"s97123",2021-12-31
"97196","c00548","i97110",31,"s97363",2022-01-01
"97197","c00792","i97247",81,"s97364",2022-01-01
"97198","c00988","i97241",66,"s97365",2022-01-01
"97199","c00737","i97193",168,"s97366",2022-01-01
"97200","c00736","i97192",150,"s97367",2022-01-01
"97201","c00189","i97085",162,"s97368",2022-01-01
"97202","c00217","i97143",210,"s97369",2022-01-01
"97203","c00501","i97096",57,"s97370",2022-01-01
"97204","c00565","i97064",174,"s97371",2022-01-01
"97208","c00960","i97184",0,"s97619",2022-01-02
"97209","c00114","i97072",512,"s97620",2022-01-02
"97210","c00811","i97195",138,"s97621",2022-01-02
"97211","c00221","i97031",216,"s97622",2022-01-02
"97212","c00305","i97179",74,"s97623",2022-01-02
"97213","c00754","i97269",0,"s97624",2022-01-02
"97214","c00776","i97145",168,"s97625",2022-01-02
"97215","c00761","i97188",384,"s97626",2022-01-02
"97216","c00630","i97097",465,"s97627",2022-01-02
"97218","c00716","i97098",240,"s97874",2022-01-03
"97219","c00583","i97216",0,"s97875",2022-01-03
"97220","c00750","i97104",88,"s97876",2022-01-03
"97221","c00431","i97038",0,"s97877",2022-01-03
"97222","c00142","i97151",148,"s97878",2022-01-03
"97225","c00181","i97244",140,"s98078",2022-01-04
"97226","c00822","i97248",248,"s98079",2022-01-04
"97227","c00935","i97220",148,"s98080",2022-01-04
"97228","c00408","i97240",0,"s98081",2022-01-04
"97229","c00691","i97252",234,"s98082",2022-01-04
"97233","c00032","i97245",240,"s98249",2022-01-05
"97234","c00885","i97133",62,"s98250",2022-01-05
"97235","c00110","i97088",114,"s98251",2022-01-05
"97236","c00536","i97153",58,"s98252",2022-01-05
"97238","c00827","i97054",90,"s98398",2022-01-06
"97239","c00728","i97251",204,"s98399",2022-01-06
"97240","c00004","i97035",208,"s98400",2022-01-06
"97242","c00083","i97101",333,"s98536",2022-01-07
"97243","c00969","i97261",0,"s98537",2022-01-07
"97244","c00113","i97201",288,"s98668",2022-01-08
"97245","c00682","i97094",279,"s98669",2022-01-08
"97246","c00986","i97057",174,"s98670",2022-01-08
"97247","c00536","i97258",60,"s98671",2022-01-08
"97248","c00615","i97060",105,"s98672",2022-01-08
"97250","c00623","i97095",100,"s98815",2022-01-09
"97251","c00857","i97243",0,"s98816",2022-01-09
"97252","c00015","i97279",27,"s98817",2022-01-09
"97253","c00763","i97092",100,"s98818",2022-01-09
"97254","c00862","i97047",38,"s98926",2022-01-10
"97255","c00957","i97232",60,"s98927",2022-01-10
"97256","c00148","i97203",200,"s98928",2022-01-10
"97257","c00668","i97056",348,"s99027",2022-01-11
"97258","c00301","i97053",96,"s99028",2022-01-11
"97259","c00911","i97174",36,"s99114",2022-01-12
"97260","c00595","i97178",136,"s99115",2022-01-12
"97261","c00493","i97259",280,"s99116",2022-01-12
"97262","c00653","i97222",0,"s99117",2022-01-12
"97263","c00357","i97200",84,"s99201",2022-01-13
"97264","c00737","i97118",0,"s99267",2022-01-14
"97265","c00386","i97249",372,"s99268",2022-01-14
"97266","c00073","i97238",210,"s99269",2022-01-14
"97267","c00222","i97209",186,"s99354",2022-01-15
"97268","c00292","i97034",63,"s99422",2022-01-16
"97269","c00261","i97037",116,"s99465",2022-01-17
"97270","c00354","i97260",90,"s99559",2022-01-19
"97271","c00877","i97043",243,"s99598",2022-01-20
"97272","c00357","i97275",38,"s99599",2022-01-20
"97273","c00417","i97052",390,"s99600",2022-01-20
"97275","c00595","i97089",92,"s99636",2022-01-21
"97277","c00328","i97058",216,"s99673",2022-01-22
"97278","c00391","i97156",108,"s99699",2022-01-23
"97280","c00185","i97182",246,"s99752",2022-01-25
"97281","c00253","i97081",140,"s99817",2022-01-28
"97282","c00781","i97255",190,"s99851",2022-01-30
"97285","c00523","i97116",112,"s99916",2022-02-05
"97288","c00917","i97204",384,"s99983",2022-02-23
"97293","c00302","i97343",216,"s94786",2021-12-22
"97294","c00933","i97420",248,"s94787",2021-12-22
"97295","c00097","i97326",120,"s94788",2021-12-22
"97296","c00885","i97427",0,"s94789",2021-12-22
"97297","c00716","i97470",114,"s94790",2021-12-22
"97298","c00949","i97318",156,"s94791",2021-12-22
"97299","c00514","i97516",96,"s94792",2021-12-22
"97300","c00642","i97387",216,"s94793",2021-12-22
"97301","c00691","i97564",124,"s94794",2021-12-22
"97302","c00023","i97558",22,"s94795",2021-12-22
"97303","c00303","i97504",144,"s94796",2021-12-22
"97304","c00874","i97540",120,"s94797",2021-12-22
"97315","c00758","i97518",0,"s95053",2021-12-23
"97316","c00914","i97563",140,"s95054",2021-12-23
"97317","c00496","i97439",207,"s95055",2021-12-23
"97318","c00929","i97350",72,"s95056",2021-12-23
"97319","c00644","i97456",0,"s95057",2021-12-23
"97320","c00178","i97377",75,"s95058",2021-12-23
"97321","c00039","i97513",128,"s95059",2021-12-23
"97322","c00490","i97307",60,"s95060",2021-12-23
"97323","c00890","i97505",232,"s95061",2021-12-23
"97324","c00579","i97390",168,"s95062",2021-12-23
"97325","c00047","i97407",33,"s95063",2021-12-23
"97326","c00411","i97422",60,"s95064",2021-12-23
"97327","c00086","i97338",384,"s95065",2021-12-23
"97328","c00566","i97453",75,"s95066",2021-12-23
"97335","c00885","i97434",252,"s95310",2021-12-24
"97336","c00523","i97451",0,"s95311",2021-12-24
"97337","c00954","i97396",570,"s95312",2021-12-24
"97338","c00917","i97544",0,"s95313",2021-12-24
"97339","c00277","i97340",0,"s95314",2021-12-24
"97340","c00828","i97529",90,"s95315",2021-12-24
"97341","c00317","i97569",62,"s95316",2021-12-24
"97342","c00634","i97489",141,"s95317",2021-12-24
"97343","c00862","i97301",189,"s95318",2021-12-24
"97344","c00213","i97329",120,"s95319",2021-12-24
"97345","c00783","i97496",0,"s95320",2021-12-24
"97346","c00854","i97525",336,"s95321",2021-12-24
"97347","c00856","i97388",256,"s95322",2021-12-24
"97348","c00826","i97532",0,"s95323",2021-12-24
"97349","c00463","i97395",456,"s95324",2021-12-24
"97350","c00087","i97333",276,"s95325",2021-12-24
"97356","c00606","i97373",108,"s95559",2021-12-25
"97357","c00134","i97523",279,"s95560",2021-12-25
"97358","c00858","i97546",320,"s95561",2021-12-25
"97359","c00060","i97394",72,"s95562",2021-12-25
"97360","c00644","i97323",99,"s95563",2021-12-25
"97361","c00853","i97515",258,"s95564",2021-12-25
"97362","c00997","i97536",132,"s95565",2021-12-25
"97363","c00416","i97500",87,"s95566",2021-12-25
"97364","c00406","i97302",248,"s95567",2021-12-25
"97365","c00324","i97507",148,"s95568",2021-12-25
"97366","c00529","i97313",240,"s95569",2021-12-25
"97367","c00269","i97556",296,"s95570",2021-12-25
"97368","c00781","i97484",525,"s95571",2021-12-25
"97369","c00545","i97538",64,"s95572",2021-12-25
"97370","c00916","i97398",140,"s95573",2021-12-25
"97371","c00768","i97531",0,"s95574",2021-12-25
"97372","c00343","i97497",207,"s95575",2021-12-25
"97374","c00366","i97334",279,"s95577",2021-12-25
"97381","c00623","i97405",132,"s95821",2021-12-26
"97382","c00303","i97356",204,"s95822",2021-12-26
"97383","c00517","i97324",150,"s95823",2021-12-26
"97384","c00351","i97347",288,"s95824",2021-12-26
"97385","c00569","i97491",60,"s95825",2021-12-26
"97386","c00892","i97522",136,"s95826",2021-12-26
"97387","c00002","i97320",300,"s95827",2021-12-26
"97388","c00296","i97568",198,"s95828",2021-12-26
"97389","c00389","i97382",0,"s95829",2021-12-26
"97390","c00132","i97547",240,"s95830",2021-12-26
"97397","c00697","i97495",260,"s96067",2021-12-27
"97398","c00583","i97362",444,"s96068",2021-12-27
"97399","c00276","i97290",0,"s96069",2021-12-27
"97400","c00631","i97527",0,"s96070",2021-12-27
"97401","c00499","i97449",0,"s96071",2021-12-27
"97402","c00857","i97506",74,"s96072",2021-12-27
"97403","c00883","i97535",78,"s96073",2021-12-27
"97404","c00499","i97391",100,"s96074",2021-12-27
"97405","c00617","i97366",264,"s96075",2021-12-27
"97406","c00470","i97381",74,"s96076",2021-12-27
"97407","c00519","i97403",136,"s96077",2021-12-27
"97408","c00486","i97501",0,"s96078",2021-12-27
"97409","c00033","i97485",112,"s96079",2021-12-27
